Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Instructional Week,Lesson,Section ID,Section Label,Relationship,Requirement,Inline,Exact Backlink,Context Framing,Post-Resource Action,Duplicate Status,Final Audit Result,Reason
8,aacIgbt,aacIgbt,Insulated-Gate Bipolar Transistors (IGBTs),All About Circuits,Engineering textbook tutorial,Required · IGBT family reference,RETAINED + INTEGRATED,8,CETa,concept-3,A MOSFET is controlled by gate-to-source voltage,Used in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=8&media=aacIgbt,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Compare switching speed/conduction tradeoffs with MOSFET/BJT rather than treating IGBT as a drop-in substitute.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacJfet,aacJfet,Junction Field-Effect Transistors (JFET),North Seattle Community College / All About Circuits,College video lecture with transcript,Required · JFET family video,RETAINED + INTEGRATED,8,CETa,concept-5,BJT and FET devices control current differently,Used in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=8&media=aacJfet,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Contrast voltage-controlled FET input behavior with BJT base-current control.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacMosfetLecture,aacMosfetLecture,MOSFETs — MOS Field Effect Transistors,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · MOSFET teaching,RETAINED + INTEGRATED,8,CETa,concept-3,A MOSFET is controlled by gate-to-source voltage,Taught in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=8&media=aacMosfetLecture,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate gate threshold from guaranteed low-resistance full-on operation.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacSemiconductorBasics,aacSemiconductorBasics,Semiconductor Basics: Materials and Devices,All About Circuits,Engineering video tutorial,Required · Semiconductor foundation,RETAINED + INTEGRATED,8,CETa,concept-4,Semiconductor junctions create controllable nonlinear behavior,Used in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=8&media=aacSemiconductorBasics,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Relate material/doping changes to carrier availability instead of memorizing device symbols only.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacSpecialPurposeDiodes,aacSpecialPurposeDiodes,Special-Purpose Diodes — Schottky and Other Device Types,All About Circuits,Engineering textbook tutorial,Required · Special-diode breadth,RETAINED + INTEGRATED,8,CETa,concept-6,Thyristors and specialized diodes have specific triggering behavior,Taught in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=8&media=aacSpecialPurposeDiodes,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Choose a diode family from the required voltage/current/speed/function instead of assuming any diode is interchangeable.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacTriac,aacTriac,The TRIAC,All About Circuits,Engineering textbook tutorial,Required · TRIAC teaching,RETAINED + INTEGRATED,8,CETa,concept-6,Thyristors and specialized diodes have specific triggering behavior,Taught in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=8&media=aacTriac,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Explain why TRIAC behavior differs from an SCR on alternating current and why current zero-crossing matters to turn-off.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacTroubleshootSemiconductors,aacTroubleshootSemiconductors,Troubleshooting Semiconductors,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Device troubleshooting,RETAINED + INTEGRATED,8,Career,career-w08-three-node-measurements-usually-reveal-the-stage-that-failed,Three node measurements usually reveal the stage that failed,Demonstrated in,required,YES,learn.html?week=8&stage=career-lesson&lesson=1&section=career-w08-three-node-measurements-usually-reveal-the-stage-that-failed&from=media&mediaWeek=8&media=aacTroubleshootSemiconductors,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate mechanical/package/ESD issues from electrical junction symptoms.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacZener,aacZener,Special Diodes — Zener Diodes,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Zener-diode video,RETAINED + INTEGRATED,8,CETa,concept-6,Thyristors and specialized diodes have specific triggering behavior,Used in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=8&media=aacZener,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Do not treat intentional Zener breakdown as ordinary diode failure; include current limiting in every regulation example.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,digiKeyDatasheet,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,Required · Semiconductor selection,RETAINED + INTEGRATED,8,Career,career-w08-start-from-the-load-and-work-backward,Start from the load and work backward,Taught in,required,YES,learn.html?week=8&stage=career-lesson&lesson=1&section=career-w08-start-from-the-load-and-work-backward&from=media&mediaWeek=8&media=digiKeyDatasheet,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Cite the exact condition attached to every current, voltage or resistance claim.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,neetsSolidStateDevices,neetsSolidStateDevices,NEETS Module 7 — Introduction to Solid-State Devices and Power Supplies,U.S. Navy Electricity and Electronics Training Series / Historic Naval Ships Association,Technician self-study manual,Required · Coherent semiconductor technician sequence,RETAINED + INTEGRATED,8,CETa,concept-5,BJT and FET devices control current differently,Taught in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=8&media=neetsSolidStateDevices,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: For each device, identify terminals, conduction/control mechanism, normal polarity and a representative application before troubleshooting it.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,tiMosfetBasics2026,tiMosfetBasics2026,MOSFET basics,Texas Instruments / University of Texas at Austin,University-industry video lecture,Required · MOSFET switch application,RETAINED + INTEGRATED,8,Career,career-w08-gate-drive-and-switching-loss-are-real-design-constraints,Gate drive and switching loss are real design constraints,Demonstrated in,required,YES,learn.html?week=8&stage=career-lesson&lesson=1&section=career-w08-gate-drive-and-switching-loss-are-real-design-constraints&from=media&mediaWeek=8&media=tiMosfetBasics2026,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Check whether the available gate voltage actually meets the datasheet's on-resistance conditions.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
9,aacPowerIcs,aacPowerIcs,Introduction to Power Management: Voltage Regulator ICs,All About Circuits,Engineering video tutorial,Required · Regulator teaching video,RETAINED + INTEGRATED,9,CETa,concept-3,"Regulation trades voltage, current, heat, noise, and complexity",Taught in,required,YES,learn.html?week=9&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=9&media=aacPowerIcs,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Explain why a linear pass device dissipates power continuously while a switcher transfers energy in switched intervals.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
9,aacPowerSupplies,aacPowerSuppliesApplications,Power Supplies — Applications,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Rectifier/power-supply lecture,RETAINED + INTEGRATED,9,CETa,concept-1,Follow the block chain,Taught in,required,YES,learn.html?week=9&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=9&media=aacPowerSupplies,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Sketch the waveform after each block and predict what a failed/open/shorted block would do downstream.",Canonical alias of aacPowerSuppliesApplications,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
9,aacPowerSuppliesApplications,aacPowerSuppliesApplications,Power Supplies — Applications,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Linear-supply/filter video,RETAINED + INTEGRATED,9,CETa,concept-2,The filter capacitor supplies load between peaks,Demonstrated in,required,YES,learn.html?week=9&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=9&media=aacPowerSuppliesApplications,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Predict where ripple exists, what each filter element suppresses and what measurements should appear before/after the filter.",Canonical member of duplicate URL family,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
9,aacPowerSupplyCircuits,aacPowerSupplyCircuits,Power Supply Circuits,All About Circuits,Engineering textbook tutorial,Required · Supply topology reading,RETAINED + INTEGRATED,9,CETa,concept-8,Linear supplies move through recognizable blocks,Taught in,required,YES,learn.html?week=9&stage=ceta-lesson&lesson=0&section=concept-8&from=media&mediaWeek=9&media=aacPowerSupplyCircuits,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Separate rectification/filter ripple from regulator behavior and identify where regulation is actually occurring.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
